,is_spam,message,num_words,message_len,nb_tokenized_words,message_cleaned,XLM_en_embed
2783,0,"Just arrived, see you in a couple days &lt;3",10,44,9,"Just arrived, see you in a couple days &lt;3","[-0.30001688  2.7344062  -5.2991586  ...  2.344262   -0.26532638
  2.075554  ]"
2784,0,"K, wat s tht incident?",5,22,5,"K, wat s tht incident?","[-3.530981    2.1867263  -5.4593267  ...  2.0197093  -0.58425283
  0.88685054]"
2785,0,Yeah get the unlimited,4,22,4,Yeah get the unlimited,"[-5.153072    1.4873971  -0.33703542 ... -2.3609679  -3.2827404
  2.2508771 ]"
2786,0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,24,116,23,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,"[-2.3576121   0.39372715 -3.189368   ... -0.40896177 -0.52637833
  0.5324959 ]"
2787,0,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",16,78,15,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",[-2.4335413  1.3124847 -1.8744701 ...  1.4914123  1.3421674 -2.1672277]
2788,0,ÌÏ got wat to buy tell us then Ì_ no need to come in again.,15,59,15,ÌÏ got wat to buy tell us then Ì_ no need to come in again.,"[-0.56998295 -1.3266811  -7.801748   ... -0.011665   -0.6592271
  1.3509431 ]"
2789,0,When you are big..| God will bring success.,8,43,8,When you are big..| God will bring success.,"[ 1.8766875   1.2193164  -5.004337   ...  0.44284594  1.5801146
  0.2883223 ]"
2790,1,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,26,131,21,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,"[-1.5127386  -0.16842964 -4.767191   ... -2.8449626   0.01465716
 -0.15272151]"
2791,0,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",28,124,29,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and, c u soon \""ham""",[-3.0017395  2.5062754 -8.726066  ...  3.2378454  1.8916976  0.7238577]
2792,0,Not from this campus. Are you in the library?,9,45,9,Not from this campus. Are you in the library?,"[ 0.97266734  2.4832501  -2.9958115  ... -1.0829802   0.5070084
  0.94825655]"
2793,0,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",26,142,26,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt;, &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",[-1.0433224  1.9301167 -5.98126   ...  2.174356   3.02291   -1.800804 ]
2794,0,How will I creep on you now? ;_;,8,32,8,How will I creep on you now? ;_;,"[-1.6633782  -0.41258347  0.13135658 ...  0.44114134  0.9359847
  0.02663785]"
2795,0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,14,69,13,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,"[-1.6936182  -0.36229482 -5.291485   ... -1.8956181   1.8682369
 -1.6291033 ]"
2796,0,If I get there before you after your ten billion calls and texts so help me god,17,79,17,If I get there before you after your ten billion calls and texts so help me god,[-2.1511226  2.2429075 -3.3561206 ...  2.388125   1.705342   2.3431826]
2797,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,25,149,24,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,"[-0.7031737   0.39468277  1.3738043  ... -0.17036787  1.3930861
 -2.1520286 ]"
2798,0,I've told him that i've returned it. That should i re order it.,15,63,13,I've told him that i've returned it. That should i re order it.,"[-1.6920785   1.579427   -2.396832   ...  1.3518018   1.0656114
  0.70963013]"
2799,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",26,155,23,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..","[-4.116565    3.3317513  -4.1139784  ...  1.6458381   1.230798
 -0.31159928]"
2800,0,Depends on where u going lor.,6,29,6,Depends on where u going lor.,"[-0.24282214  1.1433203  -5.252804   ...  0.16798668 -0.8839889
  1.3578775 ]"
2801,0,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,29,145,30,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you... *grins*,"[-0.3498707   0.45999786 -2.6272397  ... -1.9279014   1.4390056
  1.8830022 ]"
2802,1,FreeMsg>FAV XMAS TONES!Reply REAL,6,33,4,FreeMsg>FAV XMAS TONES!Reply REAL,"[-2.7178237e-01 -5.3537619e-01 -2.4750257e-01 ...  1.1463629e+00
 -6.1777805e-04  2.5085075e+00]"
2803,0,Lil fever:) now fine:),4,22,4,Lil fever:) now fine:),"[-0.4345066  -0.64707947  0.11790476 ... -3.9859307   0.0286617
  0.8216701 ]"
2804,0,I think it's all still in my car,9,32,8,I think it's all still in my car,"[ 0.22865345  2.6503673  -2.137532   ...  0.03891712  1.8632331
  0.70450443]"
2805,0,Can a not?,3,10,3,Can a not?,"[ 2.4015112   0.16014135 -5.114081   ... -0.7765679  -0.94873494
  3.4724119 ]"
2806,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,27,158,28,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,[-5.6831517  3.1860402  3.0753093 ... -1.2030486  0.9141707 -1.6770254]
2807,0,Yes princess! I want to catch you with my big strong hands...,12,61,12,Yes princess! I want to catch you with my big strong hands...,[-1.5522788 -0.4500952 -4.652662  ... -1.188197  -0.829426   2.4710124]
2808,0,Oh yeah I forgot. U can only take 2 out shopping at once.,13,57,13,Oh yeah I forgot. U can only take 2 out shopping at once.,[-2.0786853  0.8800773  0.9941194 ...  1.6197897 -1.3597747  1.2028792]
2809,0,Mm so you asked me not to call radio,9,36,9,Mm so you asked me not to call radio,"[-1.5923164  -1.2473767   2.8035014  ...  1.7026917  -0.23771046
  1.6131686 ]"
2810,0,Thinkin about someone is all good. No drugs for that,10,52,10,Thinkin about someone is all good. No drugs for that,[2.2377033  1.6186026  3.4144638  ... 0.45283452 2.6913784  0.17530216]
2811,0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",34,163,29,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...","[-1.4165756   1.627917   -0.71621686 ... -1.3395808   0.43838468
 -1.2389232 ]"
2812,0,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",27,133,27,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",[ 1.183384   2.6876454 -2.9408529 ... -2.8949044 -1.0954369  0.6916621]
2813,0,"Alright if you're sure, let me know when you're leaving",12,55,10,"Alright if you're sure, let me know when you're leaving",[-1.6374753  1.1992141 -7.1571565 ... -0.8415863 -0.1242356  0.5645044]
2814,0,Some are lasting as much as 2 hours. You might get lucky.,12,57,12,Some are lasting as much as 2 hours. You might get lucky.,"[-0.03777318  1.7243713  -4.9361215  ... -0.0671131   0.24163938
 -1.192434  ]"
2815,0,Genius what's up. How your brother. Pls send his number to my skype.,14,68,13,Genius what's up. How your brother. Pls send his number to my skype.,"[-2.1234527   1.5667822  -3.6834564  ... -1.317782    0.06426387
 -0.723411  ]"
2816,1,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",27,160,25,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p","[ 0.5328096   0.30516246 -0.23094113 ... -0.08492535  1.1336341
  1.7898698 ]"
2817,0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,28,123,28,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,"[-0.512155    1.3183143  -5.659321   ...  0.33354184 -0.55664396
  1.171105  ]"
2818,0,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,21,111,21,Don't forget who owns you and who's private property you are... And be my good boy always.. *passionate kiss*,[-1.1954476 -0.3969102 -6.9671154 ... -4.0583363  2.0102756 -1.236104 ]
2819,1,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,22,137,22,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,"[ 0.94994855  0.90999097 -5.643255   ... -3.5369458   0.39506882
 -1.1509408 ]"
2820,0,Oh god..taken the teeth?is it paining,8,37,6,Oh god..taken the teeth?is it paining,"[-2.2112758   2.8211439  -3.0001016  ...  1.8681015  -0.21468022
  0.81457925]"
2821,1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,26,152,26,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,"[-0.05647277  0.814522   -1.1712456  ...  0.04182879  0.6220199
  0.82884294]"
2822,0,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,18,74,18,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,"[-0.01949588  0.01829232 -7.4406238  ... -1.344647    0.1567803
  0.39808166]"
2823,0,No need to buy lunch for me.. I eat maggi mee..,11,47,11,No need to buy lunch for me.. I eat maggi mee..,"[ 0.14473438  1.1917378  -3.896906   ... -1.2575647   0.3074059
  0.05016355]"
2824,1,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",30,158,27,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate","[-3.0642025   1.6631676   1.1193695  ... -0.3596078  -0.24229321
  1.5980825 ]"
2825,0,Ok lor...,2,9,2,Ok lor...,[-2.2510657  4.6746163  8.593137  ... -3.3170311 -4.0403905  1.3108757]
2826,0,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",33,149,33,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!","[-3.4501321  -0.02390477  1.5118619  ... -1.5065644   1.344844
  1.927139  ]"
2827,0,Wife.how she knew the time of murder exactly,9,44,8,Wife.how she knew the time of murder exactly,"[-1.7759416   2.228124    2.451991   ... -0.75878054  0.18895447
  1.9294143 ]"
2828,1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,31,160,32,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,[ 1.4563233 -0.9127002 -2.655314  ...  1.5307047 -2.096762   3.5917356]
2829,0,Howz that persons story,4,23,4,Howz that persons story,"[-1.6918864   0.45960993 -8.337268   ...  1.2088357   2.7525432
 -0.6766193 ]"
2830,0,Thanx 4 sending me home...,5,26,5,Thanx 4 sending me home...,"[-0.5762248  -0.39655176 -6.1710653  ...  2.4166355   0.58344406
  3.742726  ]"
2831,0,Its normally hot mail. Com you see!,7,35,7,Its normally hot mail. Com you see!,"[  0.392562     1.7366941  -11.478374   ...  -2.0942595    0.15915205
   0.5806814 ]"
2832,1,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",20,111,18,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm","[-0.12267727  3.4465473   0.22556679 ... -2.2722483  -0.2982558
  1.3783946 ]"
2833,0,U sick still can go shopping?,6,29,6,U sick still can go shopping?,"[-0.19440891  1.8088642  -2.944275   ...  1.8877937  -0.35983652
 -1.7417281 ]"
2834,0,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",24,131,21,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..","[-0.2160125   1.8601614  -0.25714087 ... -1.6266062   0.20738634
  1.3393044 ]"
2835,0,Nice.nice.how is it working?,6,28,4,Nice.nice.how is it working?,"[-3.8495698   0.22795463 -2.0782468  ... -2.5076642  -0.11769442
  0.39305684]"
2836,0,1's reach home call me.,6,23,5,1's reach home call me.,"[-1.1976615   2.7892244  -1.9460502  ...  1.456935   -0.64714926
 -0.7362623 ]"
2837,0,Were trying to find a Chinese food place around here,10,52,10,Were trying to find a Chinese food place around here,"[-1.8339617   0.6541801  -7.4452143  ... -2.8616948   0.29669943
 -2.4901588 ]"
2838,0,"Easy mate, * guess the quick drink was bit ambitious.",9,53,10,"Easy mate, * guess the quick drink was bit ambitious.","[-0.15688826  1.123703   -3.8953662  ... -0.24844596 -1.7095357
 -2.0173507 ]"
2839,0,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,21,131,29,BABE!!! I miiiiiiissssssssss you! I need you!!! I crave you!!! :-(... Geeee... I'm so sad without you babe... I love you...,"[ 1.0117301   2.4241266  -5.512041   ...  0.13547674  0.13705538
  0.5535122 ]"
2840,0,Ok thanx...,2,11,2,Ok thanx...,"[-1.123176   -1.8466479  -2.1802971  ...  2.1741707  -0.33203527
 -0.8304711 ]"
2841,0,aathi..where are you dear..,5,27,4,aathi..where are you dear..,"[-4.002556    2.8603194   0.7365865  ...  1.8113841  -0.30077887
 -2.951112  ]"
2842,0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",18,88,17,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",[-5.1519313  2.4273677 -0.3421657 ...  2.806897   2.0327861 -2.8499968]
2843,0,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,36,166,36,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,"[ 0.32478914  0.02788327 -5.104288   ... -1.5462717   0.06048076
  1.2572336 ]"
2844,0,Will be out of class in a few hours. Sorry,10,42,10,Will be out of class in a few hours. Sorry,"[-1.4212648   3.51102     4.3457947  ... -2.268514    0.47996548
  1.5820308 ]"
2845,0,Wat time u finish ur lect today?,7,32,7,Wat time u finish ur lect today?,"[-3.1424441   2.6065528  -3.6264048  ...  0.73239726 -0.19881721
  2.299957  ]"
2846,1,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",33,157,27,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply","[ 0.50607383  1.0189086  -0.43599373 ... -1.1237643   0.6448853
 -1.78029   ]"
2847,0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",119,588,125,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids. I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss!!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE!! and I was waiting on the sofa..........'NAKED...!","[-2.0809867  -0.80271465 -3.5300245  ... -3.7206798   3.59302
 -0.4742015 ]"
2848,1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",30,151,32,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call","[ 1.2879412   2.6891809  -8.619457   ... -2.4817388  -1.8128014
 -0.18362439]"
2849,0,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,17,74,16,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,[-1.2275867  1.6541361 -1.2202808 ... -0.5600542  1.847233   1.1758416]
2850,0,Are you going to wipro interview today?,7,39,7,Are you going to wipro interview today?,"[-0.47296187  2.3708313  -7.892697   ... -2.1853592   1.5085353
  2.0559142 ]"
2851,0,how tall are you princess?,5,26,5,how tall are you princess?,"[-2.4089124  -0.26072955 -0.15782659 ... -2.095312    1.2075937
 -1.318293  ]"
2852,0,I doubt you could handle 5 times per night in any case...,12,57,12,I doubt you could handle 5 times per night in any case...,"[-1.2782847   1.0816712  -0.42395127 ... -1.057775    0.8766053
  1.4574353 ]"
2853,0,Haha... Hope Ì_ can hear the receipt sound... Gd luck!,10,54,10,Haha... Hope Ì_ can hear the receipt sound... Gd luck!,"[-0.94219774 -0.3600017  -5.1693783  ... -0.4612494  -0.35214344
  1.9249897 ]"
2854,0,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,21,94,20,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,"[ 1.4778001   0.50957304 -4.2644186  ...  3.3720508   0.8540775
  4.2810826 ]"
2855,0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",62,276,61,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it...","[-0.3169451   0.16893178 -2.3503072  ... -3.1193445   0.5214271
  1.7750695 ]"
2856,0,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,18,82,18,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop? ,"[-0.88600284  2.699913   -4.0393214  ... -3.159391   -2.3563993
  3.559271  ]"
2857,0,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,33,160,33,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,"[-0.10425919  2.8796837  -4.569254   ... -0.8657782   0.3783921
 -0.1641771 ]"
2858,0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",29,151,29,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",[-2.0434535 -1.6729285 -1.733012  ... -2.6374176  0.5297603 -3.2514803]
2859,0,I want to be there so i can kiss you and feel you next to me,16,60,16,I want to be there so i can kiss you and feel you next to me,"[-0.05265221  2.5482001  -0.9167605  ... -0.54998744  0.34337956
 -1.1323444 ]"
2860,0,I am not at all happy with what you saying or doing,12,51,12,I am not at all happy with what you saying or doing,"[-1.1297563   3.7042902   4.1683826  ...  0.13573855  1.6663051
  0.20051157]"
2861,1,Adult 18 Content Your video will be with you shortly,10,52,10,Adult 18 Content Your video will be with you shortly,"[-1.6805068  -0.18002088 -2.0564468  ... -2.085197    0.8716413
 -1.5261637 ]"
2862,0,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",28,138,30,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about? ",[-2.9141135  1.2799329 -1.3868    ...  1.6283734 -1.042572   0.7750405]
2863,0,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,22,104,19,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,"[ 1.6493751  -0.8976701  -2.7030416  ... -1.0575953   0.13308306
  2.408685  ]"
2864,0,He says hi and to get your ass back to south tampa (preferably at a kegger),16,75,16,He says hi and to get your ass back to south tampa (preferably at a kegger),"[ 0.3987909  -0.44047502 -4.839869   ... -0.5419135  -1.1743103
  2.1883738 ]"
2865,0,Smith waste da.i wanna gayle.,6,29,5,Smith waste da.i wanna gayle.,[ 0.6285122  3.8511767 -1.5483211 ...  1.2014054  1.2464705 -1.3101816]
2866,0,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",30,142,29,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.","[-3.3670502  -0.51385164 -4.898206   ... -2.7623498   1.0760058
  0.73864293]"
2867,0,"Aight, tomorrow around  &lt;#&gt;  it is",7,40,8,"Aight, tomorrow around  &lt;#&gt;  it is","[ 0.19357781  1.9107436  -4.132028   ...  2.877992   -0.22669074
 -1.6774989 ]"
2868,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",27,166,23,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?","[-4.116565    3.3317513  -4.1139784  ...  1.6458381   1.230798
 -0.31159928]"
2869,1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",30,152,32,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","[ 1.2879412   2.6891809  -8.619457   ... -2.4817388  -1.8128014
 -0.18362439]"
2870,0,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,30,130,30,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,"[ 1.1352758  -2.0302682  -2.0313227  ... -0.81900674  0.28300038
 -0.29501793]"
2871,0,See you there! ,3,15,4,See you there! ,[ 2.4985576  0.6522198  4.1856112 ... -4.500975   2.08075    3.1024778]
2872,0,I dont understand your message.,5,31,5,I dont understand your message.,"[-0.763092    1.5422095  -7.0423775  ... -2.3033097  -0.10114608
  0.74271935]"
2873,0,Crucify is c not s. You should have told me earlier.,11,52,11,Crucify is c not s. You should have told me earlier.,"[ 1.1396289   1.222521   -6.011571   ...  2.08285    -0.05278562
  0.1677236 ]"
2874,0,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",46,234,43,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.","[ 0.5324844   0.5145864   2.4012854  ...  2.9514647  -2.5889301
  0.33369604]"
2875,0,Fuck cedar key and fuck her (come over anyway tho),10,50,10,Fuck cedar key and fuck her (come over anyway tho),"[-1.2826024  -0.17072287 -8.323963   ... -1.7471846   1.6521415
  0.34718087]"
2876,0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,22,103,22,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,"[-4.323247    1.8214371  -4.513176   ...  1.8026196   0.8635505
 -0.86381376]"
2877,1,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",29,140,29,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","[-3.1428316   0.18999535 -3.3618352  ... -0.2704615   0.02700377
  2.343175  ]"
2878,0,U still painting ur wall?,5,25,5,U still painting ur wall?,"[-0.65217805  1.3113952  -0.31192228 ...  1.8213124   0.22351524
  1.728416  ]"
2879,1,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",29,154,26,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","[ 1.9125699   2.0067165  -9.948983   ...  0.04315245 -0.7187776
  2.3755977 ]"
2880,0,Printer is cool. I mean groovy. Wine is groovying,9,49,9,Printer is cool. I mean groovy. Wine is groovying,"[-0.43174788  0.9622802  -4.512043   ... -0.58806545  0.03278228
  0.8352145 ]"
2881,0,Hi Harish's rent has been transfred to ur Acnt.,10,47,9,Hi Harish's rent has been transfred to ur Acnt.,"[-1.2473961   1.5517225  -3.8041184  ...  1.2661804  -0.03359779
  0.07899362]"
2882,0,Anything lor is she coming?,5,27,5,Anything lor is she coming?,"[-1.7524139   1.2834562  -8.22567    ...  0.34285033 -0.87975246
 -1.6975468 ]"
2883,0,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,14,77,12,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,"[-2.1034214   1.208674    1.0860085  ... -1.1283089  -1.3971325
 -0.26873413]"
2884,0,ÌÏ still attending da talks?,5,28,5,ÌÏ still attending da talks?,[2.1244893  1.1134478  0.62396896 ... 0.5320078  0.39174458 1.9431024 ]
2885,0,No probs hon! How u doinat the mo?,8,34,8,No probs hon! How u doinat the mo?,"[ 0.78860384 -0.66570455 -7.4417496  ...  2.0110006  -1.3422023
  2.2354553 ]"
2886,0,K I'll take care of it,7,22,6,K I'll take care of it,[-4.64287    3.8331392  4.666738  ... -5.993965  -1.4917234  0.2948474]
2887,0,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,22,95,20,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,"[-0.25738615  1.4423621  -8.128786   ...  2.0489576  -1.3185893
 -0.6243144 ]"
2888,0,My battery is low babe,5,22,5,My battery is low babe,"[-2.6590927   1.9192355  -4.853926   ... -0.51934886  1.4976156
  1.4959146 ]"
2889,0,Shuhui has bought ron's present it's a swatch watch...,11,54,9,Shuhui has bought ron's present it's a swatch watch...,"[ 0.11026986  1.4004987  -2.9935875  ... -0.41139027 -0.38013926
 -1.840258  ]"
